,participant_id,file_name,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
422,t2,t2_F_MN_SAUCE_block0_sauce_4_1_L1_large-v3.txt,4_1,L1,low prob,"When you go outside, please close the girl.","When you go outside, please close the girls.",When you go outside please close the girls.,"When you go outside, please close the girls.",When you go outside please close the girls.,When you go outside please close the girls.
423,t2,t2_F_MN_SAUCE_block0_sauce_31_2_L1_large-v3.txt,31_2,L1,high prob,The pilot flew the airplane.,The pilot flew the airplane.,The pilot flew the airplane.,The pilot flew the airplane.,The pilot flew the airplane.,The pile of fluid airplane.
424,t2,t2_F_MN_SAUCE_block0_sauce_23_3_L2_large-v3.txt,23_3,L2,low prob,When daddy cooks he adds pepper and duck.,"When daddy cooks, he adds pepper and dog.","When daddy cooks, he adds pepper and dog.","When daddy cooks, he adds pepper and duck.","When daddy cooks, he adds pepper and dog.","When Daddy cooks, he has a paper and dog."
425,t2,t2_F_MN_SAUCE_block0_sauce_9_3_L1_large-v3.txt,9_3,L1,low prob,I put shampoo in my pig.,I put shampoo in my pig.,I push shampoo in my peg.,I put shampoo in my pig.,I put shampoo in my pig.,I push shampoo in my peg.
426,t2,t2_F_MN_SAUCE_block0_sauce_32_1_L2_large-v3.txt,32_1,L2,high prob,On her finger she wore a ring.,"On her finger, she wore a ring.",On her finger she wore a ring.,On her finger she wore a ring.,On her finger she wore a ring.,On her finger she wore a ring.
427,t2,t2_F_MN_SAUCE_block0_sauce_46_2_L2_large-v3.txt,46_2,L2,low prob,"At Valentine's day, we drew lots of pants.","At Valentine's Day, we drew lots of pants.","A Valentine's Day, we drew lots of pens.","At Valentine's Day, we drew lots of pens.","At Valentine's Day, we drew lots of pens.","At Valentine's Day, we drill lots of pens."
428,t2,t2_F_MN_SAUCE_block0_sauce_45_1_L1_large-v3.txt,45_1,L1,high prob,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.
429,t2,t2_F_MN_SAUCE_block0_sauce_54_3_L1_large-v3.txt,54_3,L1,high prob,In the bathtub there is a floating little rubber ducky.,"In the bathtub, there is a floating little rubber doggy.",In the bathtub there's a floating little rubber darky.,In the bathtub there is a floating little rubber darkie.,"In the bathtub, there's a floating little rubber darky.",In the bathtub there is a floating little rubber dark key.
430,t2,t2_M_MN_SAUCE_block4_sauce_85_3_L2_large-v3.txt,85_3,L2,high prob,I like to play fetch with my dog.,I like to play fetch with my dog.,I like to play Fetch with my dog.,I like to play Fatshark with my dog.,I like to play Fatch with my dog.,I like to play a fatch with my dog.
431,t2,t2_M_MN_SAUCE_block4_sauce_94_1_L2_large-v3.txt,94_1,L2,nonword,At the oo I fed the black and white-striped pool.,Out of woo I fed the black-white stripes pool.,Out of ooh I've got the black wise stripes pool.,"At the woo, I fed the black white stripes pool.",At a ooh I fed the black wise drive pool.,At a ooo I've fat the black wise stripes pool.
432,t2,t2_F_MN_SAUCE_block0_sauce_73_3_R4P1_large-v3.txt,73_3,R4P1,nonword,Use the resote to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,"Yes, the result to change the channels on the castle."
433,t2,t2_M_MN_SAUCE_block4_sauce_97_2_L1_large-v3.txt,97_2,L1,nonword,"On Sistmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",On this must mommy love cookies for eyes.,On this month's mommy left cookies for us.,On this much mommy left cookies for ice.,honesty smart mummy laugh cookies for us.
434,t2,t2_F_MN_SAUCE_block0_sauce_20_2_L2_large-v3.txt,20_2,L2,nonword,Please greep the floor with a snowman.,Please grip the floor with a snowman.,Please grip the floor with a snowman.,Please grip the floor with a snowman.,Please grip the floor with a snowman.,Please grip the floor with its no man.
435,t2,t2_F_MN_SAUCE_block0_sauce_32_3_L1_large-v3.txt,32_3,L1,nonword,On her minger she wore a rocket.,On her minger she wore a rocket.,"On her mingre, she wore a rocket.","On her minger, she wore a rocket.","On her minger, she wore a rocket.",On her mingr she wore a rocket.
436,t2,t2_F_MN_SAUCE_block0_sauce_9_1_L2_large-v3.txt,9_1,L2,high prob,I put shampoo in my hair.,I put shampoo in my ear here.,I push and pull in my ear.,I put shampoo in my ear here.,I push shampoo in my ear.,I push and pull in my ear here.
437,t2,t2_F_MN_SAUCE_block0_sauce_23_1_L1_large-v3.txt,23_1,L1,nonword,When raddy cooks he adds pepper and duck.,"When ready cooked, he adds pepper and dog.","When ready cooks, he adds pepper and dog.","When ready cook, he adds pepper and dog.","When Roddy cooks, he adds pepper and dog.","When Raddy cooks, he adds pepper and dog."
438,t2,t2_M_MN_SAUCE_block4_sauce_94_3_L1_large-v3.txt,94_3,L1,high prob,At the zoo I fed the black and white-striped zebra.,at a zoo i fed the black wire-striped zebra.,"At a zoo, I fed the black, white striped zebra.",At a zoo I fed the black white striped zebra.,At a zoo I fed the black-white striped zebra.,Add a zoo I fed the black Y stripe zebra.
439,t2,t2_F_MN_SAUCE_block0_sauce_71_3_R3P1_large-v3.txt,71_3,R3P1,low prob,I have a spoon but I need a web.,I have a spoon but I need a web.,I have a spoon but I need a wrap.,I have a spoon but I need a web.,I have a spoon but I need a web.,I have a spoon but I need a wrap.
440,t2,t2_M_MN_SAUCE_block4_sauce_85_1_L1_large-v3.txt,85_1,L1,low prob,I like to play fetch with my clock.,"I like to play the fetch with my cloud.
Go tell the girl, I like to play fetch.
Okay.","I like to play the fattro of my cloud.
Okay.","I like to play the fetch with my cloud.
What kind of a note.
I like to play fetch.
Okay.","I like to play the FAT with my cloud.
I like to play sense.
Okay.","I like to play the fat with my clout.
Okay."
441,t2,t2_F_MN_SAUCE_block0_sauce_65_1_R2P1_large-v3.txt,65_1,R2P1,high prob,The coloring book comes with a box of crayons.,"Okay, the coloring book comes with a box of crayons.","Okay, the coloring book comes with a box of crayons.","Okay, the coloring book comes with a box of crayons.","Okay, the coloring book comes with a box of crayons.","Okay, the Coling book comes with a box of crayons."
442,t2,t2_M_MN_SAUCE_block4_sauce_86_2_L2_large-v3.txt,86_2,L2,low prob,The girl took lessons to play the dinosaur.,The girl took lessons to play the dinosaur.,The growth tick lessons to play the dinosaur.,The grow took lessons to play the dinosaur.,to grow two clasps to play the dinosaur.,The growth took less than to play the dinosaur.
443,t2,t2_F_MN_SAUCE_block0_sauce_61_2_R1P1_large-v3.txt,61_2,R1P1,low prob,I used 3 big snowballs to make a bear.,I used three big snowballs to make a beard.,I used three big snowballs to make it appear.,I used three big snowballs to make a beard.,I used 3 big snowballs to make a beard.,I use three big snowballs to make a beer.
444,t2,t2_F_MN_SAUCE_block0_sauce_57_2_L1_large-v3.txt,57_2,L1,nonword,At the tayground I like to go down the candle.,"At the tei ground, I like to go down the candle.","At the take round, I like to go down the candle.",at the tail ground I like to go down the candle.,at the tail ground I like to go down the candle the candle.,"At the take round, I like to go down the canto."
445,t2,t2_F_MN_SAUCE_block0_sauce_54_1_L2_large-v3.txt,54_1,L2,low prob,In the bathtub there is a floating little wheel.,"In the bathtub, there is a floating little wheel.",In the bathtub there is a floating litlle wheel.,In the bathtub there is a floating little wheel.,"In the bathtub, there's a floating little wheel.","In the bath tub, there is a floating little wheel."
446,t2,t2_F_MN_SAUCE_block0_sauce_45_3_L2_large-v3.txt,45_3,L2,nonword,I wear bunglasses to shade my fire.,I wear bong glasses to shade my fire.,I wear bang glasses to shade my fire.,I wear bond glasses to shade my fire.,I wear band glasses to shade my fire.,I wear bunk glasses to shade my fire.
447,t2,t2_F_MN_SAUCE_block0_sauce_19_2_L1_large-v3.txt,19_2,L1,nonword,The bing lived in a large tv.,The Bean Levy Large TV.,The Bing Live A Large TV.,The Bing Levi Large TV.,The Bing Live in large TV.,The Bing Leave A Large TV.
448,t2,t2_F_MN_SAUCE_block0_sauce_1_3_L2_large-v3.txt,1_3,L2,nonword,The runkey ate the shark.,"The Runkey A.
the Shark.",The ranking A the shark.,The ronky ate a shark.,The Runky A The Shark.,The Runky A the Shark.
449,t2,t2_F_MN_SAUCE_block0_sauce_74_1_L1_large-v3.txt,74_1,L1,high prob,You can make juice from fresh squeezed oranges.,You can make juice from fresh squeezed oranges.,You can make juice from fresh squeezed oranges.,You can make juice from fresh squeezed oranges.,You can make juice from fresh squeezed oranges.,You can make juice from fresh squeezed oranges.
450,t2,t2_F_MN_SAUCE_block0_sauce_39_2_L2_large-v3.txt,39_2,L2,low prob,The bunny nibbled a clown.,The bunny nibbled a clown.,The bunny never a clown.,The bunny nibble a clown.,The bunny nibble a clown.,The bunny never accounting.
451,t2,t2_F_MN_SAUCE_block0_sauce_65_3_L1_large-v3.txt,65_3,L1,low prob,The coloring book comes with a box of hair.,The coloring book comes with a box of here.,The coloring book comes with a box of here.,The coloring book comes with a box of here.,The coloring book comes with a box of here.,The coloring book comes with a box of hair.
452,t2,t2_F_MN_SAUCE_block0_sauce_3_3_R1P1_large-v3.txt,3_3,R1P1,low prob,"The king wore a shiny, gold box",The king wore a shiny gold box.,The King wore a shiny gold box.,The king wore a shiny gold box.,The king wore a shiny gold box.,The King wore a shiny gold box.
453,t2,t2_M_MN_SAUCE_block4_sauce_76_2_L1_large-v3.txt,76_2,L1,nonword,The gan checked the time on his stairs.,The gang checked the time on his ears.,"Again, check the time only stairs.",The game check the time on his tears.,Again check the time on your stairs.,Again check the tie on his tears.
454,t2,t2_F_MN_SAUCE_block0_sauce_12_3_L2_large-v3.txt,12_3,L2,nonword,The tockstar was playing his door.,The talk star was playing his tour.,The talk star was playing his door.,The talk start was playing in his door.,The talk star was playing his tour.,The talk star was playing his door.
455,t2,t2_F_MN_SAUCE_block0_sauce_33_2_R1P1_large-v3.txt,33_2,R1P1,low prob,"For Halloween, he carved a dress.","For Halloween, he carved a dress.","For Halloween, he carved a dress.","For Halloween, he carved a dress.","For Halloween, he coughed a dress.",For Halloween he carved a dress.
456,t2,t2_F_MN_SAUCE_block0_sauce_1_1_L1_large-v3.txt,1_1,L1,high prob,The monkey ate the banana.,The monkey ate a banana.,The monkey ate a banana.,The monkey ate a banana.,The Monkey ate a banana.,There is a token国.
457,t2,t2_F_MN_SAUCE_block0_sauce_66_2_L1_large-v3.txt,66_2,L1,nonword,"For sleckfast, Mommy poured me a bowl of butterfly.","For breakfast, Mommy poured me a bowl of butterfly.","For SlackFist, Mommy pulled me a bowl of butterfly.","For breakfast, mommy poured me a bowl of butterfly.","For slackfist, mommy pulled me a bowl of butterfly.","For Slack, Fist, Mommy pulled me a bowl of butterfly."
458,t2,t2_F_MN_SAUCE_block0_sauce_65_1_L2_large-v3.txt,65_1,L2,high prob,The coloring book comes with a box of crayons.,"The coloring book comes with a box of crayons.
Hair, not here.
Hair.
Air.
Air conditioner.
Air.
Oh, okay.","The coloring book comes with a box of crayons.
Oh, okay.",The coloring book comes with a box of crayons.,"The coloring book comes with a box of crayons.
Oh, okay.","The coloring book comes with a box of crayons.
Oh, okay."
459,t2,t2_F_MN_SAUCE_block0_sauce_2_2_L2_large-v3.txt,2_2,L2,nonword,Pom likes to use the elevator instead of the dragon.,Pond likes to use the elevator instead of the dragon.,Pound legs to use the elevator instead of the dragon.,Palm likes to use the elevator instead of the dragon.,Pound likes to use the elevator instead of the dragon.,Paul likes to use the elevator instead of the dragon.
460,t2,t2_F_MN_SAUCE_block0_sauce_28_2_L1_large-v3.txt,28_2,L1,high prob,"First put on your socks, then put on your shoes.",First put on your socks then put on your shoes.,"first put on your socks, then put on your shoes.",first put on your socks then put on your shoes.,first put on your socks then put on your shoes.,"First put on your socks, then put on your shoes."
461,t2,t2_F_MN_SAUCE_block0_sauce_74_3_L2_large-v3.txt,74_3,L2,low prob,You can make juice from fresh squeezed tape.,You can make juice from fresh squid tape.,You can make juice from fresh squid tape.,You can make juice from fresh squid tape.,You can make juice from fresh squid tape.,You can make juice from fresh squid tape.
462,t2,t2_F_MN_SAUCE_block0_sauce_11_2_L2_large-v3.txt,11_2,L2,high prob,The spider spun a big web.,The spiders found a big web.,The spider spawned a big web.,The spiders spawned a big web.,The spider spawned a big web.,The spider spawned a big web.
463,t2,t2_F_MN_SAUCE_block0_sauce_12_1_L1_large-v3.txt,12_1,L1,high prob,The rockstar was playing his guitar.,The rock star was playing his guitar.,The rock star was playing his guitar.,The rock star was playing his guitar.,The rock star was playing his guitar.,The rock star was playing his guitar.
464,t2,t2_F_MN_SAUCE_block0_sauce_51_3_L1_large-v3.txt,51_3,L1,low prob,She sleeps with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.
465,t2,t2_F_MN_SAUCE_block0_sauce_40_1_L1_large-v3.txt,40_1,L1,high prob,"For breakfast, I scrambled the eggs.","For breakfast, I scrambled eggs.",For breakfast I scrambled eggs.,"For breakfast, I scrambled eggs.","For breakfast, I scrambled eggs.","For breakfast, I scrambled eggs."
466,t2,t2_F_MN_SAUCE_block0_sauce_43_2_L2_large-v3.txt,43_2,L2,high prob,The boy put the groceries in a bag.,The boy put the groceries in a bag.,The boy put the groceries in a bag.,The boy put the groceries in a bag.,The boy put the groceries in a bag.,The boy put the groceries in a bag.
467,t2,t2_M_MN_SAUCE_block4_sauce_78_1_L1_large-v3.txt,78_1,L1,nonword,The spapple grew on a bell.,The spabble grew on a bell.,The spab will grow on a bell.,The spebble grew on a bell.,The spabble grew on a bell.,to Spabbel grew on a bell.
468,t2,t2_M_MN_SAUCE_block4_sauce_92_2_L1_large-v3.txt,92_2,L1,low prob,The farmer milked the nose.,The farmer milked the nose.,The farmer laughs at the nose.,the farmer milked the nose.,The farmer mutes the nose.,The farmer makes the nose.
